age,marital,education,default,balance,housing,loan,contact,poutcome,y
27,single,tertiary,no,691,no,yes,cellular,unknown,no
38,married,tertiary,no,569,yes,no,cellular,failure,no
35,single,secondary,no,6809,yes,no,telephone,failure,no
59,married,secondary,no,1226,no,no,cellular,unknown,no
35,single,secondary,no,2158,yes,no,cellular,unknown,no
44,divorced,tertiary,no,2938,no,no,cellular,unknown,no
49,married,tertiary,no,488,yes,no,cellular,unknown,no
31,single,secondary,no,690,no,no,cellular,unknown,no
48,single,unknown,no,11298,yes,no,cellular,unknown,no
35,single,primary,yes,-84,no,no,cellular,unknown,no
36,married,secondary,no,106,yes,no,telephone,unknown,no
32,divorced,secondary,no,298,yes,no,cellular,unknown,no
43,married,tertiary,no,938,yes,no,cellular,unknown,no
35,married,tertiary,no,182,no,no,cellular,unknown,no
45,married,secondary,no,52,yes,no,cellular,unknown,no
76,married,primary,no,2590,no,no,telephone,unknown,no
36,married,secondary,no,1245,yes,no,cellular,success,no
29,single,tertiary,no,0,yes,no,cellular,other,no
29,single,tertiary,no,176,no,no,cellular,unknown,no
43,married,tertiary,no,58,yes,no,cellular,unknown,no
42,divorced,primary,no,0,yes,no,cellular,unknown,no
31,single,secondary,no,42,no,no,cellular,other,no
42,single,secondary,no,49,no,no,cellular,unknown,no
30,single,tertiary,no,82,no,no,cellular,unknown,no
45,single,secondary,no,17609,no,no,cellular,unknown,no
36,married,secondary,no,546,no,no,cellular,unknown,no
32,married,secondary,no,316,yes,no,cellular,unknown,no
38,divorced,tertiary,no,0,no,no,cellular,unknown,no
59,married,primary,no,1723,no,no,cellular,unknown,no
36,married,tertiary,no,2012,no,no,cellular,unknown,no
58,married,primary,no,4198,no,no,cellular,unknown,no
64,married,primary,no,0,yes,no,cellular,unknown,no
27,single,tertiary,no,516,no,no,cellular,unknown,no
31,single,tertiary,no,2332,no,no,cellular,unknown,no
43,married,secondary,no,477,yes,no,cellular,unknown,no
31,married,tertiary,no,982,yes,yes,cellular,unknown,no
25,single,secondary,no,1116,yes,no,cellular,unknown,no
28,single,secondary,no,126,no,no,cellular,unknown,no
55,married,secondary,no,9329,no,no,cellular,unknown,no
30,single,tertiary,no,2,no,no,cellular,unknown,no
33,single,tertiary,no,215,yes,no,cellular,unknown,no
69,married,unknown,no,647,no,no,telephone,unknown,no
23,single,tertiary,no,1004,yes,no,cellular,unknown,no
40,single,tertiary,no,250,yes,no,cellular,unknown,no
37,married,secondary,no,0,yes,no,cellular,unknown,no
35,married,tertiary,no,560,yes,no,cellular,failure,no
30,single,secondary,no,148,no,no,cellular,unknown,no
32,married,secondary,no,824,yes,no,cellular,unknown,no
44,single,secondary,no,862,yes,no,cellular,unknown,no
39,single,tertiary,no,54,yes,no,cellular,failure,no
49,married,tertiary,no,596,yes,no,cellular,unknown,no
34,single,secondary,no,2729,yes,no,cellular,success,no
37,divorced,secondary,no,811,yes,yes,cellular,unknown,no
34,single,tertiary,no,7263,yes,no,telephone,unknown,no
47,single,secondary,no,1544,yes,no,cellular,failure,no
35,single,tertiary,no,694,yes,no,cellular,unknown,no
40,married,primary,no,2133,yes,yes,cellular,failure,no
41,married,secondary,no,0,yes,no,cellular,unknown,no
44,married,secondary,no,647,yes,no,cellular,unknown,no
53,divorced,secondary,no,1912,yes,yes,cellular,failure,no
47,married,primary,no,2290,yes,no,cellular,unknown,no
56,married,primary,no,1232,no,no,cellular,unknown,no
43,single,secondary,no,4990,yes,no,cellular,failure,no
33,married,secondary,no,0,yes,yes,cellular,unknown,no
28,single,secondary,no,922,yes,no,cellular,unknown,no
43,married,secondary,no,1617,yes,no,cellular,unknown,no
34,married,secondary,no,428,yes,no,cellular,other,no
38,married,secondary,no,6994,yes,no,telephone,failure,no
33,single,tertiary,no,259,no,no,cellular,unknown,no
71,married,primary,no,227,no,no,cellular,unknown,no
35,married,tertiary,no,1725,yes,yes,cellular,failure,no
33,married,secondary,no,370,yes,no,cellular,unknown,no
36,single,tertiary,no,223,yes,no,cellular,unknown,no
24,single,secondary,no,745,yes,no,telephone,unknown,no
34,married,tertiary,no,159,yes,yes,cellular,other,no
51,married,primary,no,5131,yes,no,cellular,failure,no
47,married,secondary,no,0,no,no,cellular,unknown,no
34,married,secondary,no,1012,yes,yes,cellular,success,no
31,single,secondary,no,501,yes,no,cellular,unknown,no
34,married,secondary,no,404,yes,no,cellular,failure,no
36,single,secondary,no,5396,yes,no,cellular,unknown,no
36,married,secondary,no,569,yes,no,cellular,failure,no
32,married,secondary,no,1539,yes,no,cellular,unknown,no
43,married,secondary,no,2355,yes,yes,cellular,unknown,no
49,divorced,secondary,no,190,yes,no,cellular,unknown,no
43,divorced,primary,no,515,yes,no,cellular,failure,no
36,single,secondary,no,587,yes,no,cellular,unknown,no
80,married,primary,no,1861,no,no,telephone,unknown,no
33,single,tertiary,no,318,yes,no,cellular,unknown,no
66,married,secondary,no,3473,no,no,cellular,unknown,no
32,single,tertiary,no,1012,no,no,cellular,unknown,no
53,divorced,secondary,no,8112,yes,yes,cellular,failure,no
50,married,tertiary,no,202,yes,no,cellular,failure,no
41,married,secondary,no,217,yes,no,cellular,failure,no
32,divorced,secondary,no,-613,yes,no,cellular,unknown,no
69,married,secondary,no,21446,no,no,telephone,unknown,no
40,married,tertiary,no,677,yes,no,cellular,unknown,no
37,single,tertiary,no,876,yes,no,cellular,failure,no
32,single,secondary,no,760,yes,no,cellular,other,no
39,married,tertiary,no,63,yes,no,cellular,failure,no
34,married,tertiary,no,352,yes,no,cellular,other,no
31,single,tertiary,no,2530,yes,no,cellular,failure,no
39,married,tertiary,no,200,yes,no,cellular,unknown,no
31,single,tertiary,no,816,yes,no,cellular,unknown,no
43,married,unknown,no,1123,yes,no,cellular,failure,no
32,single,primary,no,528,yes,no,cellular,failure,no
31,single,secondary,no,770,yes,no,cellular,unknown,no
30,married,tertiary,no,26,yes,no,cellular,failure,no
42,married,secondary,no,8238,yes,yes,cellular,other,no
20,single,secondary,no,1681,no,no,telephone,unknown,no
44,divorced,secondary,no,35,yes,no,cellular,unknown,no
36,single,tertiary,no,918,yes,no,cellular,unknown,no
42,married,primary,no,695,yes,no,cellular,unknown,no
39,divorced,secondary,no,2140,yes,no,cellular,unknown,no
24,married,secondary,no,0,yes,no,cellular,unknown,no
42,married,tertiary,no,52,yes,no,cellular,unknown,no
25,single,secondary,no,1312,yes,no,cellular,unknown,no
38,single,secondary,no,397,yes,no,cellular,unknown,no
41,married,secondary,no,442,yes,yes,cellular,other,no
36,single,primary,no,263,yes,no,cellular,failure,no
38,single,tertiary,no,35,yes,no,cellular,failure,no
28,single,secondary,no,1065,yes,yes,cellular,failure,no
34,married,secondary,no,-126,yes,no,cellular,unknown,no
29,single,secondary,no,32,yes,yes,cellular,unknown,no
24,married,secondary,no,9,yes,yes,cellular,unknown,no
33,married,primary,no,-219,yes,no,cellular,unknown,no
38,single,tertiary,no,2273,yes,no,cellular,unknown,no
33,married,tertiary,no,3669,yes,no,cellular,unknown,no
35,married,tertiary,no,3217,yes,yes,cellular,unknown,no
32,single,tertiary,no,703,yes,no,cellular,unknown,no
55,married,secondary,no,566,yes,no,cellular,unknown,no
38,divorced,secondary,no,593,yes,no,cellular,unknown,no
30,single,secondary,no,1224,yes,no,cellular,unknown,no
30,single,tertiary,no,739,yes,no,cellular,unknown,no
37,single,tertiary,no,146,yes,no,cellular,failure,no
30,single,tertiary,no,3392,yes,no,cellular,unknown,no
39,married,secondary,no,625,yes,no,cellular,failure,no
30,single,secondary,no,732,yes,no,cellular,unknown,no
48,married,tertiary,no,0,yes,no,cellular,unknown,no
43,married,tertiary,no,175,yes,no,cellular,other,no
50,divorced,secondary,no,148,yes,no,cellular,unknown,no
35,married,tertiary,no,451,yes,no,cellular,unknown,no
53,divorced,secondary,no,-163,yes,no,cellular,other,no
40,married,secondary,no,643,yes,no,cellular,failure,no
38,married,tertiary,no,69,no,no,cellular,unknown,no
36,married,secondary,no,928,no,no,cellular,unknown,no
46,married,secondary,no,961,yes,no,telephone,unknown,no
28,married,secondary,no,-112,yes,yes,cellular,unknown,no
30,single,secondary,no,1012,yes,no,cellular,failure,no
33,single,tertiary,no,1190,yes,no,cellular,failure,no
40,married,tertiary,no,640,yes,no,cellular,unknown,no
44,married,primary,no,-93,yes,no,cellular,failure,no
46,married,secondary,no,6993,yes,no,cellular,success,no
37,married,secondary,no,6127,yes,no,cellular,unknown,no
36,divorced,primary,no,1127,yes,no,cellular,unknown,no
32,single,secondary,no,49,yes,no,cellular,unknown,no
30,single,tertiary,no,638,yes,no,cellular,other,no
37,married,secondary,no,16727,yes,no,cellular,unknown,no
32,married,secondary,no,112,yes,no,cellular,other,no
36,single,secondary,no,733,yes,no,cellular,other,no
52,married,tertiary,no,646,yes,no,cellular,unknown,no
22,single,secondary,no,466,yes,no,cellular,unknown,no
43,married,secondary,no,101,yes,no,cellular,failure,no
30,married,tertiary,no,860,yes,no,cellular,unknown,no
33,married,primary,no,4136,yes,no,cellular,unknown,no
51,married,primary,no,14,yes,yes,cellular,failure,no
48,married,primary,no,346,yes,no,cellular,unknown,no
34,married,primary,no,1217,yes,no,cellular,failure,no
24,single,secondary,no,393,yes,yes,cellular,unknown,no
49,married,secondary,no,1345,yes,no,cellular,unknown,no
30,single,tertiary,no,63,yes,no,cellular,other,no
36,married,tertiary,no,139,yes,no,cellular,unknown,no
33,single,secondary,no,4240,yes,no,cellular,unknown,no
25,single,primary,no,147,yes,no,cellular,failure,no
60,married,secondary,no,1914,yes,no,cellular,failure,no
50,married,tertiary,no,1822,yes,no,cellular,unknown,no
55,divorced,secondary,no,462,yes,no,cellular,failure,no
35,married,secondary,no,598,yes,no,cellular,unknown,no
33,single,tertiary,no,437,yes,no,cellular,failure,no
31,married,secondary,no,1660,yes,no,cellular,unknown,no
31,single,primary,no,181,yes,no,cellular,other,no
51,married,primary,no,1016,yes,no,cellular,unknown,no
37,single,secondary,no,-296,yes,no,cellular,unknown,no
46,divorced,secondary,no,145,yes,no,cellular,failure,no
32,married,secondary,no,3322,yes,no,cellular,failure,no
32,single,tertiary,no,1831,yes,no,cellular,unknown,no
44,married,primary,no,135,yes,no,cellular,unknown,no
29,single,secondary,no,482,no,no,cellular,unknown,no
34,married,secondary,no,745,yes,no,cellular,failure,no
21,single,primary,no,3472,no,no,cellular,unknown,no
48,married,secondary,no,2111,no,no,cellular,unknown,no
33,married,secondary,no,-14,yes,no,cellular,unknown,no
34,married,secondary,no,2984,yes,no,cellular,unknown,no
28,married,tertiary,no,2925,yes,no,cellular,unknown,no
35,single,secondary,no,353,yes,no,cellular,unknown,no
34,divorced,tertiary,no,2279,yes,yes,cellular,other,no
42,married,secondary,no,-150,yes,no,cellular,unknown,no
46,married,secondary,no,131,yes,no,cellular,unknown,no
38,married,secondary,no,2669,yes,no,cellular,unknown,no
34,married,tertiary,no,136,yes,no,cellular,unknown,no
52,married,secondary,no,0,no,no,cellular,failure,no
30,single,secondary,no,40,no,no,cellular,unknown,no
32,single,secondary,no,314,no,yes,cellular,other,no
31,married,tertiary,no,608,yes,no,cellular,unknown,no
34,married,unknown,no,1387,no,no,cellular,unknown,no
36,married,tertiary,no,-547,yes,no,cellular,failure,no
27,single,tertiary,no,662,no,no,cellular,unknown,no
27,single,tertiary,no,4003,no,no,cellular,unknown,no
31,married,secondary,no,477,no,no,cellular,unknown,no
28,married,secondary,no,4287,no,no,cellular,unknown,no
32,married,tertiary,no,628,no,no,cellular,unknown,no
31,single,tertiary,no,2915,no,no,cellular,failure,no
55,single,tertiary,no,0,no,no,cellular,unknown,no
44,married,tertiary,no,1818,yes,yes,cellular,unknown,no
58,married,unknown,no,3585,no,no,cellular,success,no
41,married,tertiary,no,27696,no,no,cellular,unknown,no
33,married,tertiary,no,263,no,no,cellular,unknown,no
26,married,tertiary,no,219,no,no,cellular,unknown,no
67,married,unknown,no,696,no,no,telephone,unknown,no
49,married,tertiary,no,1,yes,no,cellular,unknown,no
34,single,tertiary,no,2187,yes,no,cellular,unknown,no
36,single,tertiary,no,1876,no,no,cellular,unknown,no
25,single,secondary,no,41,yes,no,telephone,unknown,no
26,single,tertiary,no,1153,no,no,cellular,unknown,no
33,divorced,secondary,no,661,yes,no,cellular,failure,no
19,single,primary,no,0,no,no,cellular,unknown,no
30,single,secondary,no,572,yes,no,cellular,unknown,no
45,married,secondary,no,280,yes,no,cellular,other,no
30,married,secondary,no,2107,no,no,cellular,unknown,no
38,single,tertiary,no,2443,no,no,cellular,unknown,no
46,married,secondary,no,524,yes,no,telephone,unknown,no
43,married,secondary,no,994,yes,yes,cellular,unknown,no
29,single,secondary,no,4537,yes,no,telephone,unknown,no
59,divorced,primary,no,191,yes,no,cellular,unknown,no
22,single,secondary,no,562,yes,no,cellular,unknown,no
23,single,secondary,no,-503,yes,no,cellular,other,no
48,divorced,secondary,no,-513,yes,no,cellular,other,no
28,married,secondary,no,0,yes,no,cellular,failure,no
33,married,secondary,no,255,yes,yes,cellular,failure,no
33,married,secondary,no,258,yes,no,cellular,unknown,no
43,married,secondary,no,-100,yes,no,cellular,unknown,no
33,married,primary,no,415,yes,no,cellular,success,no
31,married,secondary,no,368,yes,no,cellular,other,no
36,single,secondary,no,103,yes,no,cellular,failure,no
32,married,secondary,no,34,yes,no,cellular,unknown,no
31,single,secondary,no,4888,yes,no,telephone,failure,no
47,married,primary,no,434,yes,yes,cellular,unknown,no
30,single,secondary,no,-390,yes,no,cellular,unknown,no
59,married,primary,no,1064,yes,no,cellular,unknown,no
24,single,secondary,no,1857,yes,no,cellular,unknown,no
33,single,tertiary,no,4835,no,no,cellular,unknown,no
42,married,secondary,no,275,yes,no,cellular,unknown,no
21,single,secondary,no,3033,yes,no,cellular,unknown,no
27,married,unknown,no,345,yes,yes,cellular,failure,no
30,married,secondary,no,392,yes,no,cellular,failure,no
44,married,primary,no,513,yes,no,cellular,unknown,no
37,single,secondary,no,465,yes,yes,cellular,unknown,no
40,married,secondary,no,1012,yes,no,cellular,unknown,no
37,married,secondary,no,83,yes,no,cellular,failure,no
28,married,primary,no,60,yes,no,cellular,failure,no
32,single,secondary,no,-569,yes,no,cellular,unknown,no
33,single,tertiary,no,0,yes,no,cellular,unknown,no
29,single,tertiary,no,7,no,no,cellular,failure,no
52,divorced,primary,no,432,yes,yes,cellular,unknown,no
35,married,secondary,no,80,yes,yes,cellular,failure,no
33,single,secondary,no,5137,yes,no,cellular,unknown,no
36,single,secondary,no,111,yes,no,cellular,unknown,no
32,divorced,secondary,no,3345,yes,no,cellular,failure,no
32,divorced,tertiary,no,-2,yes,no,cellular,failure,no
29,married,unknown,no,486,yes,no,cellular,failure,no
40,married,tertiary,no,429,yes,no,cellular,failure,no
41,married,secondary,no,741,yes,no,cellular,other,no
60,married,tertiary,no,6,yes,no,cellular,unknown,no
57,married,primary,no,2911,yes,yes,telephone,unknown,no
48,married,secondary,no,3663,yes,no,telephone,failure,no
56,divorced,tertiary,no,151,yes,no,cellular,other,no
32,single,secondary,no,1402,yes,no,cellular,other,no
58,divorced,secondary,no,0,yes,no,cellular,unknown,no
38,divorced,secondary,no,887,yes,no,cellular,unknown,no
32,single,tertiary,no,514,yes,yes,cellular,failure,no
45,married,tertiary,no,3689,yes,no,cellular,failure,no
58,married,secondary,no,-324,yes,no,cellular,unknown,no
39,married,secondary,no,0,yes,no,cellular,failure,no
59,married,secondary,no,599,yes,no,cellular,unknown,no
37,married,primary,no,223,yes,no,cellular,failure,no
32,single,tertiary,no,-307,yes,yes,cellular,failure,no
29,single,secondary,no,43,no,no,cellular,failure,no
46,married,secondary,no,21,yes,no,cellular,failure,no
55,married,secondary,no,2854,yes,no,cellular,unknown,no
28,married,secondary,no,15,yes,no,cellular,failure,no
45,single,secondary,no,-101,yes,no,cellular,failure,no
47,divorced,primary,no,223,yes,no,telephone,unknown,no
23,single,unknown,no,231,yes,no,cellular,other,no
53,single,unknown,no,160,yes,no,cellular,unknown,no
48,married,secondary,no,368,yes,no,telephone,failure,no
56,married,secondary,no,264,yes,yes,cellular,success,no
28,single,secondary,no,-181,yes,yes,cellular,failure,no
55,divorced,tertiary,no,608,yes,no,cellular,unknown,no
53,married,secondary,no,0,yes,no,cellular,unknown,no
27,married,secondary,yes,-584,yes,no,cellular,unknown,no
32,single,tertiary,no,1849,yes,no,cellular,unknown,no
38,married,secondary,no,117,yes,no,cellular,failure,no
43,married,secondary,no,232,yes,no,telephone,other,no
42,married,primary,no,319,yes,no,telephone,unknown,no
34,married,secondary,no,1243,yes,yes,cellular,unknown,no
56,married,secondary,no,1255,yes,no,telephone,unknown,no
43,married,secondary,no,0,yes,no,cellular,unknown,no
34,married,secondary,no,1234,yes,no,cellular,failure,no
56,married,tertiary,no,73,yes,no,cellular,failure,no
41,divorced,secondary,no,-274,yes,no,cellular,unknown,no
54,married,unknown,no,19,yes,no,cellular,failure,no
48,married,secondary,no,1794,yes,yes,cellular,failure,no
51,divorced,secondary,no,203,yes,no,cellular,failure,no
45,married,secondary,no,972,yes,no,cellular,failure,no
43,married,primary,no,574,yes,no,cellular,unknown,no
26,single,tertiary,no,962,yes,no,cellular,unknown,no
32,married,primary,no,0,yes,yes,cellular,failure,no
34,single,tertiary,no,90,yes,no,cellular,unknown,no
39,married,secondary,no,576,yes,no,cellular,unknown,no
33,single,tertiary,no,9449,yes,no,cellular,unknown,no
42,divorced,tertiary,no,216,yes,no,cellular,unknown,no
37,married,secondary,no,3429,yes,yes,cellular,other,no
52,married,secondary,no,337,yes,no,cellular,failure,no
34,single,secondary,no,1866,no,no,cellular,failure,no
38,married,secondary,no,0,yes,no,cellular,unknown,no
55,single,tertiary,no,-703,yes,no,cellular,unknown,no
59,married,primary,no,0,yes,no,cellular,unknown,no
39,divorced,primary,no,516,yes,no,cellular,unknown,no
31,divorced,secondary,no,-209,yes,no,cellular,failure,no
56,single,primary,no,39,yes,no,telephone,failure,no
34,married,primary,no,174,yes,no,cellular,unknown,no
36,married,primary,no,0,yes,no,cellular,failure,no
36,married,secondary,no,153,yes,no,cellular,failure,no
37,single,tertiary,no,105,yes,no,cellular,unknown,no
36,married,secondary,no,432,yes,no,cellular,failure,no
36,single,secondary,no,661,yes,no,cellular,unknown,no
44,divorced,secondary,no,738,yes,no,cellular,failure,no
32,single,tertiary,no,1094,yes,no,cellular,unknown,no
49,divorced,secondary,no,-212,yes,yes,cellular,failure,no
31,single,secondary,no,550,yes,yes,telephone,unknown,no
34,married,secondary,no,1075,yes,no,cellular,unknown,no
39,married,tertiary,no,0,yes,no,cellular,unknown,no
41,married,secondary,no,572,yes,no,cellular,unknown,no
36,married,secondary,no,-461,no,no,cellular,failure,no
42,married,secondary,no,4900,yes,no,telephone,failure,no
37,divorced,secondary,no,295,yes,yes,cellular,failure,no
49,married,primary,no,6215,yes,no,cellular,unknown,no
32,married,primary,no,-94,yes,yes,cellular,unknown,no
29,single,secondary,no,9,yes,no,cellular,unknown,no
39,single,secondary,no,283,yes,no,cellular,failure,no
33,married,secondary,no,358,no,no,cellular,failure,no
44,divorced,secondary,no,0,yes,no,cellular,failure,no
42,married,secondary,no,1042,yes,no,cellular,other,no
41,married,secondary,no,306,yes,no,telephone,failure,no
24,single,secondary,no,1,yes,no,cellular,unknown,no
55,divorced,unknown,no,0,yes,no,cellular,unknown,no
47,married,unknown,no,0,yes,no,cellular,other,no
41,married,primary,no,101,yes,no,cellular,unknown,no
38,single,primary,no,154,yes,no,cellular,unknown,no
31,married,secondary,no,2153,yes,no,cellular,failure,no
44,married,secondary,no,491,yes,yes,cellular,unknown,no
21,single,secondary,no,398,yes,no,cellular,unknown,no
58,single,tertiary,no,2,yes,no,telephone,unknown,no
34,single,secondary,no,395,yes,no,cellular,failure,no
39,divorced,secondary,no,0,yes,no,cellular,other,no
34,married,secondary,no,-333,yes,no,cellular,failure,no
41,married,secondary,no,542,yes,no,telephone,other,no
46,divorced,secondary,no,875,yes,yes,cellular,failure,no
39,married,tertiary,no,1362,yes,no,cellular,unknown,no
36,single,secondary,no,2409,yes,yes,telephone,unknown,no
56,divorced,secondary,no,279,yes,no,cellular,unknown,no
36,divorced,secondary,no,543,yes,no,cellular,unknown,no
41,married,secondary,no,-648,yes,no,cellular,failure,no
41,single,secondary,no,-277,yes,no,cellular,unknown,no
54,divorced,tertiary,no,349,yes,no,cellular,failure,no
31,married,secondary,no,43,yes,no,cellular,unknown,no
31,single,secondary,no,17,yes,no,cellular,unknown,no
34,married,secondary,no,2825,yes,no,cellular,unknown,no
33,single,secondary,no,1794,yes,no,cellular,other,no
41,married,secondary,no,10,yes,no,cellular,unknown,no
54,married,tertiary,no,384,yes,no,cellular,unknown,no
44,divorced,tertiary,no,134,yes,no,cellular,unknown,no
48,divorced,secondary,no,162,yes,no,cellular,failure,no
40,divorced,secondary,no,-244,yes,no,cellular,unknown,no
36,divorced,secondary,no,69,yes,no,cellular,failure,no
38,single,secondary,no,0,yes,no,cellular,unknown,no
59,married,secondary,no,92,yes,no,cellular,failure,no
30,single,secondary,no,419,yes,no,cellular,unknown,no
34,married,secondary,no,210,yes,yes,cellular,failure,no
29,single,unknown,no,-70,yes,yes,cellular,failure,no
46,married,primary,no,0,yes,no,cellular,unknown,no
56,married,primary,no,31,yes,no,cellular,unknown,no
28,single,secondary,no,197,yes,no,cellular,unknown,no
54,married,secondary,no,143,yes,no,cellular,failure,no
47,married,unknown,no,1044,yes,no,cellular,failure,no
41,married,primary,no,5560,yes,no,cellular,failure,no
36,married,secondary,no,186,yes,no,cellular,unknown,no
37,married,secondary,no,64,yes,no,cellular,other,no
38,married,secondary,no,1556,yes,no,cellular,unknown,no
39,married,tertiary,no,942,yes,no,cellular,other,no
48,married,primary,no,3267,yes,no,telephone,unknown,no
40,married,tertiary,no,964,yes,no,telephone,unknown,no
32,married,secondary,no,944,no,no,cellular,other,no
42,married,primary,yes,-581,yes,no,cellular,failure,no
33,married,secondary,no,139,yes,yes,cellular,unknown,no
33,married,primary,no,61,yes,no,cellular,unknown,no
55,married,tertiary,no,1810,yes,no,cellular,unknown,no
35,married,secondary,no,1831,yes,no,cellular,failure,no
50,married,primary,no,0,yes,no,cellular,failure,no
27,single,secondary,no,456,no,no,cellular,unknown,no
48,single,primary,no,-139,no,no,cellular,unknown,no
33,married,secondary,no,780,yes,no,cellular,unknown,no
28,single,secondary,no,207,yes,no,cellular,unknown,no
35,married,secondary,no,577,no,no,cellular,failure,no
36,married,secondary,no,418,yes,yes,cellular,unknown,no
34,married,tertiary,no,0,yes,no,cellular,unknown,no
45,married,primary,no,2523,yes,no,cellular,unknown,no
34,single,secondary,no,-231,yes,no,cellular,unknown,no
31,married,tertiary,no,623,yes,no,cellular,failure,no
43,married,secondary,no,171,yes,no,cellular,failure,no
36,divorced,secondary,no,52,yes,no,cellular,failure,no
51,married,primary,no,3185,yes,no,cellular,failure,no
28,married,secondary,yes,65,yes,yes,cellular,failure,no
39,married,primary,no,499,yes,no,cellular,unknown,no
37,married,secondary,no,513,yes,no,cellular,failure,no
38,married,secondary,no,780,yes,no,cellular,failure,no
35,married,secondary,no,1546,yes,no,cellular,failure,no
30,single,tertiary,no,365,yes,no,cellular,unknown,no
37,married,secondary,no,208,no,no,cellular,unknown,no
44,divorced,tertiary,no,388,yes,no,telephone,success,no
44,married,tertiary,no,1371,no,no,cellular,other,no
26,single,secondary,no,96,yes,no,cellular,other,no
57,single,primary,no,3777,yes,no,telephone,unknown,no
60,divorced,secondary,no,0,yes,no,telephone,failure,no
34,married,secondary,no,3778,yes,no,telephone,unknown,no
41,married,secondary,no,-664,yes,yes,cellular,unknown,no
36,married,primary,no,2040,yes,no,cellular,unknown,no
36,married,primary,no,38,yes,yes,cellular,other,no
47,married,unknown,no,878,yes,no,cellular,unknown,no
29,single,primary,no,1768,yes,no,cellular,other,no
32,married,secondary,no,-446,no,no,cellular,failure,no
45,married,secondary,no,1501,yes,no,cellular,unknown,no
38,divorced,tertiary,no,1149,yes,no,cellular,unknown,no
35,married,unknown,no,568,yes,no,cellular,failure,no
44,divorced,secondary,no,206,yes,no,cellular,failure,no
56,married,secondary,no,244,yes,no,cellular,unknown,no
54,single,secondary,no,3344,yes,no,cellular,unknown,no
27,married,secondary,no,1028,yes,yes,cellular,failure,no
33,married,primary,no,149,yes,no,cellular,unknown,no
32,single,unknown,no,6145,yes,no,cellular,failure,no
38,divorced,secondary,no,2048,no,yes,cellular,unknown,no
31,married,primary,no,554,yes,no,cellular,failure,no
44,married,secondary,no,500,yes,no,cellular,failure,no
47,divorced,secondary,no,980,yes,no,cellular,unknown,no
40,married,secondary,no,438,yes,no,telephone,unknown,no
25,single,secondary,no,963,yes,no,telephone,failure,no
45,married,primary,no,345,yes,no,telephone,unknown,no
43,married,secondary,no,38,yes,no,cellular,unknown,no
30,single,secondary,no,43,yes,no,cellular,failure,no
40,married,primary,no,3705,yes,no,cellular,failure,no
40,married,primary,no,637,yes,no,cellular,unknown,no
28,single,tertiary,no,1027,yes,no,cellular,unknown,no
54,married,primary,no,316,yes,no,cellular,unknown,no
27,married,secondary,no,1295,yes,no,cellular,unknown,no
47,married,tertiary,no,3,yes,no,cellular,unknown,no
29,married,secondary,no,1761,yes,yes,cellular,unknown,no
54,divorced,tertiary,no,2682,yes,no,cellular,unknown,no
29,married,secondary,no,-312,yes,yes,cellular,unknown,no
44,divorced,secondary,no,583,yes,no,cellular,unknown,no
37,single,secondary,no,887,no,no,cellular,unknown,no
42,divorced,secondary,no,11177,yes,no,cellular,other,no
59,married,primary,no,5788,no,no,cellular,failure,no
37,single,secondary,no,608,no,no,cellular,unknown,no
27,married,secondary,no,806,yes,no,cellular,failure,no
35,married,secondary,no,1287,yes,no,cellular,unknown,no
47,married,unknown,no,676,yes,yes,cellular,failure,no
35,married,primary,no,2212,yes,no,cellular,other,no
41,divorced,secondary,no,783,yes,yes,cellular,failure,no
35,married,secondary,no,612,yes,no,telephone,unknown,no
37,married,primary,no,3051,no,no,cellular,unknown,no
28,married,secondary,no,213,yes,no,cellular,unknown,no
34,single,tertiary,no,97,no,no,cellular,unknown,no
49,married,primary,no,137,yes,no,cellular,unknown,no
30,single,secondary,no,326,yes,no,cellular,unknown,no
33,single,secondary,no,-242,yes,no,cellular,unknown,no
48,married,secondary,no,1159,yes,yes,cellular,unknown,no
25,married,secondary,no,541,yes,no,cellular,failure,no
34,divorced,secondary,no,176,yes,no,cellular,failure,no
52,divorced,primary,no,-100,yes,no,cellular,other,no
48,married,tertiary,yes,-13,yes,no,cellular,other,no
28,married,secondary,no,4,yes,no,cellular,unknown,no
45,married,secondary,no,215,yes,yes,cellular,unknown,no
44,married,primary,no,362,yes,no,cellular,unknown,no
30,single,secondary,yes,-228,yes,no,cellular,failure,no
30,single,secondary,no,581,yes,no,cellular,other,no
37,married,primary,no,-29,yes,yes,cellular,other,no
43,married,secondary,no,3549,yes,no,cellular,unknown,no
26,single,secondary,no,2047,yes,no,cellular,unknown,no
35,single,secondary,no,-89,yes,no,cellular,failure,no
34,single,secondary,no,6979,yes,no,cellular,unknown,no
52,married,primary,no,134,yes,no,cellular,failure,no
40,married,secondary,no,438,yes,no,cellular,unknown,no
27,single,tertiary,no,144,yes,no,cellular,unknown,no
41,married,secondary,no,2399,yes,no,cellular,failure,no
34,single,tertiary,no,2360,yes,no,cellular,failure,no
49,married,secondary,no,2576,yes,no,cellular,unknown,no
38,married,tertiary,no,432,yes,no,cellular,other,no
43,married,secondary,no,5997,yes,no,cellular,unknown,no
57,married,secondary,no,225,yes,no,telephone,failure,no
27,married,secondary,no,5854,no,no,cellular,unknown,no
34,married,secondary,no,393,yes,no,cellular,other,no
31,single,tertiary,no,6138,yes,no,cellular,unknown,no
30,divorced,secondary,no,891,no,no,cellular,failure,no
